"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","prediction","lr_score","DT_score.No","DT_score.Yes"
"9362","00000CONTR00174609","Variable","Buy to Let","No","No","Yes","> 100%",5,31, 2,1.50626152, 4.595172e-01, 6200.852785,-9.696156e-01,-0.9450905520,53.37819, -6.375469,"No","Dublin","0","Blanchardstown","Branch 101","27/03/2042","04/04/2011","07/03/2016",1.13,0.8900445,0.8900445,0.06707065,0.93292935
"9363","00000CONTR00003365","Variable","Owner Occupied","No","No","Yes","> 100%",5,31, 4,1.36504950, 1.509911e+00, 4852.600437,-1.339912e-01,-0.1090705967,52.28286, -9.685720,"Yes","Kerry","< 90 days","Tralee","Branch 215","07/03/2040","15/03/2009","05/04/2015",2.40,0.6905177,0.6905177,0.06707065,0.93292935
"9364","00000CONTR00070469","Tracker","Buy to Let","No","No","Yes","> 100%",5,33, 4,1.10616080, 1.243567e+00, 2002.358712, 1.475705e-01, 0.0258018668,52.64461, -8.615669,"No","Limerick","0","John Carew Park","Branch 204","11/02/2047","19/02/2014","19/07/2014",3.38,0.7454767,0.7454767,0.06707065,0.93292935
"9365","00000CONTR00176163","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,30, 4,0.38000000,-6.079397e-01, 1154.160921, 3.379741e-01, 0.4502203659,53.73795, -7.806205,"No","Longford","0","Lisbrack","Branch 138","12/02/2030","20/02/2000","13/01/2015",2.71,0.7480523,0.7480523,0.06707065,0.93292935
"9366","00000CONTR00061178","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,34, 1,0.21181803,-6.470590e-01, 2225.472567, 2.243574e+00, 1.8708351647,52.65766, -8.588852,"No","Limerick","0","Limerick","Branch 184","16/07/2032","25/07/1998","05/09/2014",3.20,0.8555494,0.8555494,0.06707065,0.93292935
"9367","00000CONTR00014472","Tracker","Owner Occupied","No","No","Yes","> 100%",5,30, 3,1.56509986, 8.190817e-01, 2284.524710,-8.094457e-01,-0.7360080863,53.37467, -6.320595,"Yes","Dublin","< 90 days","Ashtown","Branch 49","19/05/2037","27/05/2007","05/10/2013",4.46,0.7741101,0.7741101,0.06707065,0.93292935
"9368","00000CONTR00160169","Fixed","Buy to Let","No","No","Yes","> 100%",5,35, 3,1.30621116, 4.994688e-01, 8476.311921,-7.420154e-01,-0.8925330054,52.84305, -6.358708,"No","Wicklow","0","Kilballyowen","Branch 127","28/04/2042","07/05/2007","01/09/2014",3.22,0.8597385,0.8597385,0.06707065,0.93292935
"9369","00000CONTR00169976","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,32, 4,0.39000000,-5.392729e-01, 1139.240497, 4.313332e-01, 0.3719442640,53.09604, -6.912287,"No","Kildare","0","Nurney","Branch 94","08/06/2029","16/06/1997","26/09/2015",1.74,0.7957771,0.7957771,0.06707065,0.93292935
"9370","00000CONTR00166582","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 4,1.32974649, 4.994688e-01, 4986.065836,-7.691276e-01,-0.6943263506,51.91305, -8.271265,"No","Cork","0","Castlelake","Branch 16","27/11/2036","05/12/2006","14/07/2015",2.02,0.8661892,0.8661892,0.06707065,0.93292935
"9371","00000CONTR00183022","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,30, 3,0.23535336,-9.487768e-01, 1189.856620, 6.244558e-01, 0.7463916833,52.64214, -7.234984,"No","Kilkenny","0","Gallowshill","Branch 237","28/08/2033","05/09/2003","07/01/2014",4.11,0.8526134,0.8526134,0.06707065,0.93292935
"9372","00000CONTR00012117","Tracker","Buy to Let","No","No","Yes","> 100%",5,29, 3,1.09439313, 2.797350e-01, 3440.385427,-6.283627e-01,-0.4901401580,52.09293, -7.605072,"Yes","Waterford","< 90 days","Dungarvan","Branch 169","14/05/2036","22/05/2007","17/10/2013",4.42,0.8313049,0.8313049,0.06707065,0.93292935
"9373","00000CONTR00003741","Fixed","Owner Occupied","No","No","Yes","10 to 20%",5,29, 4,0.17651502,-1.319578e+00, 1316.208061,-3.223260e-01,-0.1628425114,51.86659, -8.331546,"No","Cork","0","Maulbaun","Branch 90","20/11/2015","27/11/1986","25/12/2013",4.16,0.6187650,0.6187650,0.06707065,0.93292935
"9374","00000CONTR00190674","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 2,1.37681717, 7.928634e-01, 3767.879297,-6.265248e-01,-0.7472589302,53.37621, -6.585612,"Yes","Kildare","< 90 days","Maynooth","Branch 176","08/02/2047","16/02/2013","15/06/2015",2.13,0.8351542,0.8351542,0.06707065,0.93292935
"9375","00000CONTR00066641","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,34, 4,0.35000000,-5.792245e-01,  253.836079, 6.365544e-01, 0.4049173545,52.22850, -8.573904,"No","Cork","0","Skaghardgannon","Branch 250","24/06/2038","02/07/2004","05/01/2013",5.49,0.7856049,0.7856049,0.06707065,0.93292935
"9376","00000CONTR00035565","Variable","Owner Occupied","No","No","Yes","> 100%",5,35, 2,1.63570587, 1.859904e+00,13186.035130,-2.932270e-01,-0.4948465077,52.85830, -9.389561,"No","Clare","0","Miltown Malbay","Branch 59","30/09/2042","09/10/2007","28/11/2014",2.88,0.7461641,0.7461641,0.06707065,0.93292935
"9377","00000CONTR00024929","Tracker","Buy to Let","No","No","Yes","10 to 20%",5,30, 1,0.12944435,-1.493950e+00,  478.146086,-8.393379e-01,-0.7669113271,54.05164, -7.800812,"No","Leitrim","0","Cannaboe","Branch 121","10/11/2017","18/11/1987","12/08/2016",0.53,0.6981606,0.6981606,0.06707065,0.93292935
"9378","00000CONTR00185373","Variable","Buy to Let","No","No","Yes","> 100%",5,28, 1,1.11792847, 1.144937e+00, 4085.457694, 4.174265e-02, 0.3149637868,51.86955, -8.161076,"No","Cork","0","Cloyne","Branch 208","02/06/2041","09/06/2013","03/04/2015",2.41,0.7848963,0.7848963,0.06707065,0.93292935
"9379","00000CONTR00178204","Variable","Buy to Let","No","No","Yes","> 100%",5,34, 1,1.21206981, 1.698681e-01, 5650.874614,-8.706603e-01,-0.9699583910,53.66592, -6.418412,"No","Meath","0","Commons","Branch 129","09/12/2049","18/12/2015","18/12/2015",1.43,0.8652156,0.8652156,0.06707065,0.93292935
"9380","00000CONTR00186143","Variable","Buy to Let","No","No","Yes","> 100%",5,32, 3,1.47095851, 1.655568e+00, 3043.766554,-1.978918e-01,-0.2379059935,52.65004, -7.260839,"No","Kilkenny","0","Jamesgreen","Branch 237","29/10/2042","06/11/2010","09/05/2015",2.27,0.8587584,0.8587584,0.06707065,0.93292935
"9381","00000CONTR00146540","Tracker","Buy to Let","No","No","Yes","> 100%",5,29, 4,1.14146381,-2.350581e-01, 1217.084820,-1.106895e+00,-1.0019171169,53.33135, -6.250908,"No","Dublin","0","Dublin","Branch 60","20/07/2035","27/07/2006","02/07/2015",2.07,0.8622443,0.8622443,0.06707065,0.93292935
"9382","00000CONTR00015990","Fixed","Owner Occupied","No","No","Yes","20 to 30%",5,29, 3,0.23535336,-1.349541e+00, 1211.953957,-9.261409e-01,-0.8086054340,53.39513, -6.439667,"No","Dublin","0","Hansfield","Branch 56","27/10/2028","04/11/1999","04/07/2016",0.68,0.5583050,0.5583050,0.06707065,0.93292935
"9383","00000CONTR00193449","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 3,1.56509986, 1.474538e+00, 7678.541388,-4.280889e-01,-0.3417528284,53.70340, -6.345826,"No","Meath","0","Drogheda","Branch 98","07/11/2041","15/11/2011","11/10/2013",4.44,0.8456567,0.8456567,0.06707065,0.93292935
"9384","00000CONTR00084866","Tracker","Buy to Let","No","No","Yes","> 100%",5,35, 4,1.16499914, 1.698017e+00, 7705.738110, 3.804902e-01, 0.1021569732,51.74024, -8.751450,"No","Cork","0","Bandon","Branch 209","13/12/2050","22/12/2015","27/09/2016",0.36,0.7612533,0.7612533,0.06707065,0.93292935
"9385","00000CONTR00037571","Tracker","Buy to Let","No","No","Yes","> 100%",5,32, 1,1.40035250, 1.524061e+00,  974.801053,-1.787364e-01,-0.2193404363,53.42408, -6.479539,"No","Meath","0","Dunboyne","Branch 80","06/02/2044","14/02/2012","12/11/2015",1.57,0.8206852,0.8206852,0.06707065,0.93292935
"9386","00000CONTR00119908","Tracker","Buy to Let","No","No","Yes","> 100%",5,33, 3,1.08262547, 1.549031e+00, 8104.434511, 4.571378e-01, 0.3167452201,51.92342, -8.400120,"No","Cork","0","Poulacurry South","Branch 90","17/11/2040","26/11/2007","23/04/2013",5.09,0.7443351,0.7443351,0.06707065,0.93292935
"9387","00000CONTR00183327","Variable","Buy to Let","No","No","Yes","> 100%",5,33, 2,1.67100887, 1.256885e+00,12292.037300,-6.636827e-01,-0.7366452667,54.25483, -8.468619,"Yes","Sligo","< 90 days","Woodtown","Branch 226","05/01/2045","14/01/2012","24/01/2014",4.05,0.8595371,0.8595371,0.06707065,0.93292935
"9388","00000CONTR00015726","Variable","Owner Occupied","No","No","Yes","> 100%",5,35, 4,1.38858484, 2.154596e-03, 1543.036283,-1.159016e+00,-1.2620508806,53.69663, -7.820293,"No","Longford","0","Stonepark","Branch 138","19/11/2049","28/11/2014","28/11/2016",0.12,0.7896422,0.7896422,0.06707065,0.93292935
"9389","00000CONTR00052800","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 3,1.65924120, 9.662349e-02, 2986.099428,-1.289024e+00,-1.2318065975,53.37535, -6.252263,"No","Dublin","0","Drumcondra","Branch 25","11/04/2045","19/04/2015","19/04/2015",2.35,0.9263800,0.9263800,0.06707065,0.93292935
"9390","00000CONTR00054743","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,30, 4,0.29419170,-1.098595e+00,  770.573811,-4.189364e-01,-0.3322907025,52.22678, -9.466276,"No","Kerry","0","Castleisland","Branch 215","11/04/2031","18/04/2001","25/04/2014",3.70,0.7889331,0.7889331,0.06707065,0.93292935
"9391","00000CONTR00023736","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 1,1.61217053, 7.666452e-01, 5778.736984,-8.818200e-01,-0.9801382548,54.23911, -6.969618,"No","Monaghan","0","Killygowan","Branch 151","26/06/2048","05/07/2014","27/11/2014",2.89,0.8817995,0.8817995,0.06707065,0.93292935
"9392","00000CONTR00120288","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,28, 2,0.24712103,-9.412859e-01, 2117.378185, 5.140440e-01, 0.8381163760,54.95692, -7.755462,"Yes","Donegal","< 6 months","Letterkenny","Branch 135","27/09/2022","04/10/1994","26/01/2013",5.42,0.8118183,0.8118183,0.06707065,0.93292935
"9393","00000CONTR00151427","Fixed","Buy to Let","No","No","Yes","> 100%",5,28, 3,1.10616080,-1.888640e-01, 5935.181095,-1.031624e+00,-0.8739694655,51.95435, -7.849900,"Yes","Cork","< 6 months","Youghal","Branch 81","14/02/2040","21/02/2012","09/01/2016",1.35,0.8454644,0.8454644,0.06707065,0.93292935
"9394","00000CONTR00103602","Tracker","Buy to Let","No","No","Yes","> 100%",5,32, 3,1.47095851, 6.093357e-01, 5235.369128,-8.455678e-01,-0.8656392152,51.91416, -8.469869,"Yes","Cork","< 90 days","Blackpool","Branch 155","28/12/2039","05/01/2008","06/02/2015",2.62,0.8776601,0.8776601,0.06707065,0.93292935
"9395","00000CONTR00042041","Tracker","Owner Occupied","No","No","Yes","> 100%",5,31, 1,1.11792847,-4.726869e-01, 2687.439121,-1.275887e+00,-1.2515074341,51.95146, -7.847636,"Yes","Cork","< 90 days","Youghal","Branch 150","11/09/2042","19/09/2011","24/10/2016",0.26,0.7709686,0.7709686,0.06707065,0.93292935
"9396","00000CONTR00031766","Tracker","Owner Occupied","No","No","Yes","> 100%",5,30, 2,1.15323147, 2.759895e-01, 4777.557628,-7.152739e-01,-0.6386511758,52.05165, -7.887813,"No","Waterford","0","Tallow","Branch 258","12/09/2043","19/09/2013","07/01/2014",4.11,0.7528141,0.7528141,0.06707065,0.93292935
"9397","00000CONTR00046537","Tracker","Buy to Let","No","No","Yes","30 to 40%",5,28, 4,0.35000000,-7.390309e-01, 1668.065662, 2.207815e-01, 0.5132792173,52.65439, -8.634506,"No","Limerick","0","O'Connell Ave","Branch 91","04/09/2024","11/09/1996","11/10/2014",3.06,0.7635529,0.7635529,0.06707065,0.93292935
"9398","00000CONTR00188223","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 1,1.30621116, 9.260354e-01, 4366.270152,-4.446411e-01,-0.4198675400,54.25510, -6.963762,"No","Monaghan","0","Coolshannagh","Branch 232","07/12/2045","15/12/2014","15/12/2014",2.82,0.8107974,0.8107974,0.06707065,0.93292935
"9399","00000CONTR00158968","Fixed","Buy to Let","No","No","Yes","> 100%",5,32, 4,1.25914049, 2.547653e-01, 7827.745630,-8.617189e-01,-0.8812929911,53.32039, -6.241465,"No","Dublin","0","Dublin 4","Branch 110","16/01/2038","24/01/2006","05/06/2016",0.79,0.8498066,0.8498066,0.06707065,0.93292935
"9400","00000CONTR00015332","Variable","Owner Occupied","No","No","Yes","> 100%",5,30, 1,1.24737282, 1.598138e+00,10969.344840, 1.322897e-01, 0.2375792370,53.38663, -6.182312,"No","Dublin","0","Edenmore","Branch 56","08/05/2042","15/05/2012","19/04/2013",5.10,0.6112959,0.6112959,0.06707065,0.93292935
"9401","00000CONTR00029798","Variable","Owner Occupied","No","No","Yes","> 100%",5,32, 4,1.32974649, 3.413271e-01,  154.240673,-8.774225e-01,-0.8965130070,53.66498, -6.689116,"No","Meath","0","Clonmagaddan","Branch 80","07/03/2044","15/03/2012","17/02/2015",2.58,0.7881364,0.7881364,0.06707065,0.93292935
"9402","00000CONTR00171947","Variable","Buy to Let","No","No","Yes","30 to 40%",5,29, 1,0.37000000,-2.745935e-01,  753.575859, 1.228961e+00, 1.4962143465,53.38773, -6.600422,"Yes","Kildare","< 90 days","Maynooth","Branch 94","15/06/2028","23/06/1999","16/02/2014",3.96,0.7854033,0.7854033,0.06707065,0.93292935
"9403","00000CONTR00048569","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,31, 2,0.21181803,-1.208462e+00,  148.071046,-1.698962e-01,-0.1449926058,53.36428, -6.279764,"No","Dublin","0","Phibsborough","Branch 210","14/05/2032","22/05/2001","17/08/2015",1.89,0.7557027,0.7557027,0.06707065,0.93292935
"9404","00000CONTR00115098","Tracker","Buy to Let","No","No","Yes","> 100%",5,29, 2,1.21206981, 1.571920e+00, 2473.201974, 1.826744e-01, 0.3772409949,53.39786, -7.719552,"Yes","Westmeath","< 6 months","Moate","Branch 238","30/09/2039","07/10/2010","21/04/2016",0.96,0.7721470,0.7721470,0.06707065,0.93292935
"9405","00000CONTR00134596","Variable","Buy to Let","No","No","Yes","> 100%",5,31, 2,1.50626152, 9.231223e-01, 5352.654995,-6.893448e-01,-0.6646870985,53.65265, -6.691213,"No","Meath","0","Navan","Branch 22","29/11/2038","07/12/2007","12/03/2014",3.87,0.8773536,0.8773536,0.06707065,0.93292935
"9406","00000CONTR00173616","Variable","Buy to Let","No","No","Yes","30 to 40%",5,33, 4,0.38000000,-3.382664e-01, 3187.965844, 9.842000e-01, 0.8120986376,54.95856, -7.753893,"No","Donegal","0","Letterkenny","Branch 163","28/12/2029","05/01/1997","09/12/2013",4.22,0.8270399,0.8270399,0.06707065,0.93292935
"9407","00000CONTR00035239","Tracker","Owner Occupied","No","No","Yes","> 100%",5,29, 1,1.11792847, 6.884066e-01, 4692.819691,-3.301226e-01,-0.1711807839,53.29497, -6.697373,"No","Kildare","0","Clane","Branch 87","19/08/2039","26/08/2010","06/05/2015",2.28,0.6817181,0.6817181,0.06707065,0.93292935
"9408","00000CONTR00035625","Fixed","Owner Occupied","No","No","Yes","> 100%",5,30, 3,1.10616080, 1.001361e+00, 9595.721475,-5.181688e-02, 0.0472456924,53.38286, -6.230145,"No","Dublin","0","Beaumont","Branch 1","31/01/2044","07/02/2014","24/10/2014",3.02,0.6219593,0.6219593,0.06707065,0.93292935
"9409","00000CONTR00051625","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 1,1.57686753, 5.860306e-01, 2763.992859,-9.549558e-01,-1.0468524542,53.70227, -6.258870,"No","Meath","0","Betaghstown","Branch 98","03/07/2040","12/07/2006","03/01/2013",5.50,0.8988437,0.8988437,0.06707065,0.93292935
"9410","00000CONTR00173982","Variable","Buy to Let","No","No","Yes","> 100%",5,29, 2,1.12969614, 5.556508e-01, 2897.678602,-4.573792e-01,-0.3072781519,52.67951, -7.813172,"No","Tipperary","0","Thurles","Branch 187","04/05/2039","11/05/2010","18/08/2015",1.89,0.8397651,0.8397651,0.06707065,0.93292935
"9411","00000CONTR00005974","Tracker","Owner Occupied","No","No","Yes","20 to 30%",5,29, 2,0.20005036,-1.468148e+00,  486.519151,-1.228190e+00,-1.1316388394,53.38891, -6.228874,"No","Dublin","0","Beaumont Woods","Branch 10","25/12/2029","01/01/2001","03/03/2014",3.90,0.5398524,0.5398524,0.06707065,0.93292935
"9412","00000CONTR00085025","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,35, 1,0.20005036,-1.244668e+00,  102.837608,-2.109399e-01,-0.4219291081,51.92450, -8.184713,"No","Cork","0","Midleton","Branch 52","07/05/2036","16/05/2001","06/09/2015",1.82,0.7684202,0.7684202,0.06707065,0.93292935
"9413","00000CONTR00151983","Fixed","Buy to Let","No","No","Yes","> 100%",5,29, 3,1.25914049, 1.168242e+00, 8454.686749,-2.010965e-01,-0.0331910199,53.40669, -6.293165,"No","Dublin","0","Poppintree","Branch 111","24/06/2040","02/07/2011","17/07/2013",4.77,0.7806527,0.7806527,0.06707065,0.93292935
"9414","00000CONTR00119707","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 4,1.38858484, 6.347217e-01, 4587.243525,-7.441913e-01,-0.7195595874,53.40683, -6.276110,"No","Dublin","0","Balcurris","Branch 38","05/11/2046","13/11/2015","13/11/2015",1.56,0.8543614,0.8543614,0.06707065,0.93292935
"9415","00000CONTR00131844","Variable","Buy to Let","No","No","Yes","> 100%",5,30, 4,1.05909013, 4.245596e-01, 5618.767372,-4.489929e-01,-0.3633638574,53.43521, -7.935346,"No","Westmeath","0","Athlone","Branch 26","09/03/2042","16/03/2012","09/07/2016",0.66,0.8397812,0.8397812,0.06707065,0.93292935
"9416","00000CONTR00052188","Tracker","Buy to Let","No","No","Yes","> 100%",5,32, 3,1.60040286, 9.922053e-01, 7528.455769,-7.432442e-01,-0.7664662376,51.80390, -8.401839,"No","Cork","0","Carrigaline","Branch 46","23/02/2043","03/03/2011","09/12/2015",1.46,0.8882280,0.8882280,0.06707065,0.93292935
"9417","00000CONTR00031660","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 1,1.49449385, 1.370081e+00, 1624.374630,-4.045335e-01,-0.3174007542,51.87375, -8.391014,"No","Cork","0","Monfieldstown","Branch 52","20/12/2036","28/12/2006","17/06/2015",2.12,0.8422304,0.8422304,0.06707065,0.93292935
"9418","00000CONTR00142645","Variable","Buy to Let","No","No","Yes","20 to 30%",5,32, 4,0.20005036,-6.528852e-01, 1027.526181, 2.482785e+00, 2.3602291984,53.38413, -6.191118,"No","Dublin","0","Harmonstown","Branch 230","03/01/2026","11/01/1994","13/11/2013",4.32,0.8702884,0.8702884,0.06707065,0.93292935
"9419","00000CONTR00014164","Tracker","Owner Occupied","No","No","Yes","> 100%",5,29, 2,1.38858484, 8.290696e-01,  573.397571,-6.167420e-01,-0.4777121343,53.25149, -6.671377,"No","Kildare","0","Sallins","Branch 180","19/05/2041","26/05/2012","18/03/2013",5.22,0.7469219,0.7469219,0.06707065,0.93292935
"9420","00000CONTR00189164","Tracker","Buy to Let","No","No","Yes","> 100%",5,32, 4,1.37681717, 1.598802e-01, 1405.164008,-1.045170e+00,-1.0590952158,52.94961, -7.807149,"No","Tipperary","0","Tipperary","Branch 196","15/07/2047","23/07/2015","23/07/2015",1.99,0.8912074,0.8912074,0.06707065,0.93292935
"9421","00000CONTR00088515","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 2,1.52979685, 1.174068e+00, 1303.365164,-5.643474e-01,-0.5396304882,53.29253, -9.047155,"No","Galway","0","Galway","Branch 156","03/02/2044","10/02/2013","24/06/2013",4.85,0.8707339,0.8707339,0.06707065,0.93292935
"9422","00000CONTR00030031","Variable","Owner Occupied","No","No","Yes","> 100%",5,35, 4,1.22383748, 1.227337e+00,12169.116930,-9.733524e-02,-0.3212602199,52.81762, -8.443087,"No","Tipperary","0","Cullenagh","Branch 42","21/02/2049","02/03/2014","13/11/2016",0.18,0.6893513,0.6893513,0.06707065,0.93292935
"9423","00000CONTR00021162","Fixed","Owner Occupied","No","No","Yes","> 100%",5,34, 2,1.70631187, 5.951862e-01, 8325.219017,-1.050124e+00,-1.1336647622,53.26634, -9.123791,"Yes","Galway","< 6 months","Galway","Branch 181","30/08/2041","08/09/2007","24/01/2014",4.05,0.8511788,0.8511788,0.06707065,0.93292935
"9424","00000CONTR00174103","Fixed","Buy to Let","No","No","Yes","30 to 40%",5,35, 3,0.36000000,-6.266670e-01, 4375.272771, 4.357058e-01, 0.1510853354,52.84179, -8.983495,"No","Clare","0","Ennis","Branch 220","13/10/2031","21/10/1996","15/08/2015",1.90,0.8022487,0.8022487,0.06707065,0.93292935
"9425","00000CONTR00062221","Tracker","Buy to Let","No","No","Yes","> 100%",5,34, 3,1.09439313, 1.392554e+00, 5376.326216, 2.975734e-01, 0.0957001042,53.52788, -7.359281,"No","Westmeath","0","Mullingar","Branch 177","19/10/2041","28/10/2007","25/10/2016",0.25,0.7663179,0.7663179,0.06707065,0.93292935
"9426","00000CONTR00161032","Fixed","Buy to Let","No","No","Yes","10 to 20%",5,28, 4,0.17651502,-1.448172e+00,  963.217264,-9.857173e-01,-0.8231197243,51.74409, -8.729767,"No","Cork","0","Bandon","Branch 9","09/08/2019","16/08/1991","20/07/2013",4.75,0.7352957,0.7352957,0.06707065,0.93292935
"9427","00000CONTR00158855","Variable","Buy to Let","No","No","Yes","20 to 30%",5,34, 4,0.21181803,-1.038668e+00,  598.327900, 5.600489e-01, 0.3351293357,53.31704, -6.298160,"No","Dublin","0","Crumlin","Branch 15","24/06/2031","02/07/1997","14/11/2013",4.31,0.7974408,0.7974408,0.06707065,0.93292935
"9428","00000CONTR00194197","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,32, 4,0.25888870,-9.862314e-01, 1507.151719, 2.292315e-01, 0.1760656115,53.41402, -7.906561,"No","Westmeath","0","Athlone","Branch 26","09/09/2028","17/09/1996","15/06/2015",2.13,0.8110642,0.8110642,0.06707065,0.93292935
"9429","00000CONTR00129549","Tracker","Buy to Let","No","No","Yes","> 100%",5,31, 4,1.11792847, 9.389365e-01, 1994.426334,-1.260543e-01,-0.1011299424,52.98168, -6.062534,"No","Wicklow","0","Glebe","Branch 127","20/01/2037","28/01/2006","01/06/2013",4.94,0.7933339,0.7933339,0.06707065,0.93292935
"9430","00000CONTR00096239","Tracker","Buy to Let","No","No","Yes","> 100%",5,30, 3,1.10616080, 6.368025e-01, 5827.464446,-3.519257e-01,-0.2630136225,53.69088, -6.413096,"Yes","Meath","< 90 days","Cruicerath","Branch 80","15/04/2041","23/04/2011","27/07/2016",0.59,0.8044605,0.8044605,0.06707065,0.93292935
"9431","00000CONTR00152648","Variable","Buy to Let","No","No","Yes","> 100%",5,32, 3,1.10616080,-4.976566e-01, 4357.519355,-1.285826e+00,-1.2923414009,51.86703, -8.433747,"No","Cork","0","Ardarrig","Branch 245","02/01/2042","10/01/2010","03/06/2013",4.93,0.8831519,0.8831519,0.06707065,0.93292935
"9432","00000CONTR00107580","Tracker","Buy to Let","No","No","Yes","20 to 30%",5,35, 1,0.28242403,-1.345796e+00,  532.602487,-1.138684e+00,-1.2440341473,53.28196, -6.155667,"No","Dublin","0","D<fa>n Laoghaire","Branch 32","23/12/2038","01/01/2004","27/08/2014",3.23,0.7174059,0.7174059,0.06707065,0.93292935
"9433","00000CONTR00156938","Variable","Buy to Let","No","No","Yes","30 to 40%",5,33, 3,0.37000000,-3.678139e-01, 2716.272684, 9.995363e-01, 0.8265122637,53.22818, -6.117819,"No","Dublin","0","Shankill","Branch 32","08/01/2032","16/01/1999","20/11/2013",4.29,0.7976154,0.7976154,0.06707065,0.93292935
"9434","00000CONTR00037135","Tracker","Owner Occupied","No","No","Yes","> 100%",5,30, 3,1.48272618, 2.997108e-01,  453.278712,-1.047057e+00,-0.9816562301,53.20286, -6.124907,"No","Wicklow","0","Bray","Branch 89","09/05/2036","17/05/2006","28/11/2016",0.12,0.8130304,0.8130304,0.06707065,0.93292935
"9435","00000CONTR00178123","Tracker","Buy to Let","No","No","Yes","> 100%",5,33, 1,1.62393820, 4.252236e-02,  131.639693,-1.297951e+00,-1.3327550608,53.15665, -7.178187,"No","Laois","0","Portarlington","Branch 206","25/06/2045","03/07/2012","06/10/2016",0.32,0.9030907,0.9030907,0.06707065,0.93292935
"9436","00000CONTR00168468","Variable","Buy to Let","No","No","Yes","> 100%",5,35, 1,1.40035250, 1.403374e+00,11494.014950,-2.572154e-01,-0.4629354413,53.30999, -6.308922,"No","Dublin","0","Kimmage","Branch 111","13/10/2045","22/10/2010","17/10/2013",4.42,0.8082378,0.8082378,0.06707065,0.93292935
"9437","00000CONTR00032845","Variable","Owner Occupied","No","No","Yes","10 to 20%",5,32, 2,0.15297969,-1.403642e+00,  200.292531,-5.224829e-01,-0.5525024822,53.30723, -6.279582,"No","Dublin","0","Terenure","Branch 11","17/06/2019","25/06/1987","02/11/2016",0.22,0.5925216,0.5925216,0.06707065,0.93292935
"9438","00000CONTR00149017","Tracker","Buy to Let","No","No","Yes","> 100%",5,29, 1,1.11792847, 1.374074e-01, 3609.231747,-7.789372e-01,-0.6511752310,51.89119, -8.597362,"No","Cork","0","Ballincollig","Branch 260","08/07/2044","16/07/2015","16/07/2015",2.02,0.8523562,0.8523562,0.06707065,0.93292935
"9439","00000CONTR00010351","Tracker","Owner Occupied","No","No","Yes","20 to 30%",5,32, 3,0.29419170,-1.051985e+00,  977.067447,-2.746648e-01,-0.3123151027,51.89024, -8.470474,"No","Cork","0","Ballyphehane","Branch 84","07/01/2028","15/01/1996","21/10/2015",1.65,0.6406297,0.6406297,0.06707065,0.93292935
"9440","00000CONTR00166169","Fixed","Buy to Let","No","No","Yes","30 to 40%",5,30, 2,0.36000000,-6.025296e-01, 3976.765237, 4.967604e-01, 0.6143772396,53.29704, -6.689585,"No","Kildare","0","Clane","Branch 180","08/09/2027","15/09/1997","16/11/2015",1.55,0.7773979,0.7773979,0.06707065,0.93292935
"9441","00000CONTR00172888","Fixed","Buy to Let","No","No","Yes","20 to 30%",5,34, 1,0.24712103,-6.470590e-01, 3417.690014, 1.598227e+00, 1.2821518162,53.42774, -8.004104,"No","Roscommon","0","Bealnamulla","Branch 248","24/05/2037","02/06/2003","01/10/2016",0.34,0.8503481,0.8503481,0.06707065,0.93292935
"9442","00000CONTR00108315","Tracker","Buy to Let","No","No","Yes","> 100%",5,35, 3,1.42388784, 1.431673e+00,  236.712217,-2.724505e-01,-0.4764357623,53.28545, -6.155254,"No","Dublin","0","D<fa>n Laoghaire","Branch 197","24/03/2043","01/04/2008","10/02/2016",1.23,0.8052416,0.8052416,0.06707065,0.93292935
