"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","DT_score.No","DT_score.Yes","lr_score","PredictionDT"
"7466","00000CONTR00198055","Variable","Owner Occupied","No","No","No","60 to 70%",3,31,-2,0.68000000,190074.873, 8315.775711,279521.87, 9016.835,53.35403, -6.294145,"No","Dublin","0","Arran Quay","Branch 60","30/06/2038","08/07/2007","24/12/2015",1.41,0.42792589,0.57207411,0.7366415,"No"
"7467","00000CONTR00110240","Fixed","Owner Occupied","No","No","No","20 to 30%",3,31, 0,0.27554137, 35255.011, 2071.231894,127948.16, 4127.360,53.70420, -6.309979,"No","Meath","0","Drogheda","Branch 201","20/07/2032","28/07/2001","19/08/2013",4.64,0.42792589,0.57207411,0.7762740,"Yes"
"7468","00000CONTR00133632","Fixed","Buy to Let","No","Yes","No","90 to 100%",4,35, 1,0.91787811,157942.449,10266.259190,172073.45, 4916.384,51.88291, -8.609970,"No","Cork","0","Ballincollig","Branch 12","29/05/2045","07/06/2010","18/03/2013",5.22,0.56958175,0.43041825,0.5268764,"No"
"7469","00000CONTR00097898","Fixed","Owner Occupied","No","No","No","90 to 100%",3,30, 0,0.90611044,177685.255,10883.221880,196096.69, 6536.556,52.65913, -8.628656,"No","Limerick","0","Limerick","Branch 253","28/08/2042","04/09/2012","18/04/2013",5.11,0.42792589,0.57207411,0.7245606,"Yes"
"7470","00000CONTR00058963","Tracker","Owner Occupied","No","No","No","0 to 10%",2,32, 0,0.03530300,  9367.760,  316.161902,265353.06, 8292.283,53.40032, -6.181894,"No","Dublin","0","Donaghmede","Branch 11","12/01/2016","20/01/1984","06/11/2016",0.21,0.04722274,0.95277726,0.9165936,"Yes"
"7471","00000CONTR00193652","Variable","Owner Occupied","No","No","No","90 to 100%",4,32, 0,0.92964578,113621.864, 5112.983876,122220.60, 3819.394,53.28608, -6.386425,"No","Dublin","0","Whitestown","Branch 27","31/10/2047","08/11/2015","08/11/2015",1.58,0.63515585,0.36484415,0.7542773,"No"
"7472","00000CONTR00028879","Variable","Owner Occupied","No","No","No","10 to 20%",3,30, 0,0.14121202, 19944.263,  722.979546,141236.30, 4707.877,53.41888, -6.391017,"Yes","Dublin","< 90 days","Tyrrelstown","Branch 111","06/06/2018","13/06/1988","24/01/2014",4.05,0.42792589,0.57207411,0.7633743,"No"
"7473","00000CONTR00191892","Tracker","Owner Occupied","No","No","No","70 to 80%",4,30, 0,0.70000000,189344.591, 3786.891820,270492.27, 9016.409,53.04331, -7.300747,"No","Laois","0","Portlaoise","Branch 116","06/04/2044","14/04/2014","14/05/2015",2.25,0.63515585,0.36484415,0.5954599,"No"
"7474","00000CONTR00208900","Fixed","Owner Occupied","No","No","No","20 to 30%",3,29, 0,0.25977836, 44093.946, 2645.636751,169736.79, 5852.993,52.70903, -8.864740,"No","Clare","0","Shannon","Branch 218","25/09/2023","02/10/1994","19/02/2016",1.19,0.42792589,0.57207411,0.8225792,"Yes"
"7475","00000CONTR00058040","Fixed","Owner Occupied","No","No","No","20 to 30%",3,31, 0,0.25888870, 28103.280, 1756.455010,108553.52, 3501.727,51.83663, -9.898526,"No","Kerry","0","Kerry","Branch 47","01/01/2032","08/01/2001","17/08/2014",3.27,0.42792589,0.57207411,0.8109603,"Yes"
"7476","00000CONTR00207526","Variable","Owner Occupied","No","No","No","0 to 10%",3,31, 0,0.03530300,  2543.397,   12.716986, 72044.78, 2324.025,51.83643, -9.898170,"No","Kerry","0","Kerry","Branch 215","26/06/2018","04/07/1987","06/05/2014",3.66,0.42792589,0.57207411,0.7606127,"Yes"
"7477","00000CONTR00230494","Variable","Owner Occupied","No","No","No","70 to 80%",3,32, 1,0.73000000,161593.861, 5251.800481,221361.45, 6917.545,51.83650, -9.898560,"No","Kerry","0","Kerry","Branch 136","23/09/2046","01/10/2014","01/10/2014",3.10,0.42792589,0.57207411,0.8151312,"Yes"
"7478","00000CONTR00210685","Tracker","Buy to Let","No","No","No","90 to 100%",3,33,-2,0.92964578,155222.777, 3686.540950,166969.81, 5059.691,53.27215, -6.821719,"No","Kildare","0","Robertstown East","Branch 2","11/01/2039","19/01/2006","21/02/2014",3.94,0.42792589,0.57207411,0.8738578,"Yes"
"7479","00000CONTR00027669","Fixed","Owner Occupied","No","No","No","60 to 70%",3,31,-1,0.66000000, 63912.298, 3834.737907, 96836.82, 3123.768,52.90842, -6.040383,"Yes","Wicklow","< 90 days","Brittas Bay","Branch 140","31/08/2037","08/09/2006","05/09/2016",0.44,0.42792589,0.57207411,0.7998788,"No"
"7480","00000CONTR00080696","Tracker","Buy to Let","No","Yes","No","10 to 20%",4,34, 3,0.12944435,  9972.132,  186.977469, 77037.98, 2265.823,51.91646, -8.252558,"No","Cork","0","Poulaniska","Branch 250","18/10/2018","26/10/1984","20/01/2015",2.68,0.56958175,0.43041825,0.4538396,"Yes"
"7481","00000CONTR00045592","Variable","Owner Occupied","No","No","No","> 100%",2,28, 0,1.05909013,210623.508,10531.175420,198872.13, 7102.576,51.76880, -8.653271,"No","Cork","0","Innishannon","Branch 208","09/07/2039","16/07/2011","19/12/2016",0.05,0.04722274,0.95277726,0.8192502,"Yes"
"7482","00000CONTR00131018","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,28, 2,0.97340056, 84309.841, 2845.457117, 86613.72, 3093.347,52.63814, -8.658793,"No","Limerick","0","Limerick","Branch 124","04/02/2042","11/02/2014","11/02/2014",3.98,0.63515585,0.36484415,0.6273087,"No"
"7483","00000CONTR00003980","Variable","Owner Occupied","No","No","No","70 to 80%",2,30, 0,0.74000000,122083.067, 6104.153327,164977.12, 5499.237,53.38276, -6.379704,"No","Dublin","0","Blanchardstown","Branch 11","13/11/2039","20/11/2009","12/11/2016",0.18,0.04722274,0.95277726,0.8393733,"Yes"
"7484","00000CONTR00159698","Variable","Owner Occupied","No","No","No","70 to 80%",4,34, 0,0.75000000,122133.431, 6412.005119,162844.57, 4789.546,53.42534, -7.991034,"No","Roscommon","0","Mount William","Branch 239","18/03/2043","26/03/2009","17/02/2015",2.58,0.63515585,0.36484415,0.7492660,"No"
"7485","00000CONTR00200079","Variable","Buy to Let","No","No","No","10 to 20%",4,35, 3,0.15297969, 11709.700,  263.468252, 76544.15, 2186.976,53.33809, -6.305323,"No","Dublin","0","Kilmainham","Branch 17","17/04/2021","26/04/1986","22/04/2015",2.34,0.63515585,0.36484415,0.7684258,"No"
"7486","00000CONTR00203331","Variable","Buy to Let","No","No","No","40 to 50%",3,32, 1,0.40010071, 44093.946, 1708.640402,110207.12, 3443.972,53.77099, -8.052264,"No","Roscommon","0","Scramoge","Branch 160","24/04/2031","02/05/1999","25/02/2013",5.30,0.42792589,0.57207411,0.8810059,"Yes"
"7487","00000CONTR00184766","Variable","Buy to Let","No","No","No","10 to 20%",4,33, 0,0.16474735, 15562.569,  486.330285, 94463.24, 2862.522,53.40638, -6.292403,"No","Dublin","0","Poppintree","Branch 39","08/08/2022","16/08/1989","13/07/2014",3.40,0.63515585,0.36484415,0.7840254,"No"
"7488","00000CONTR00048032","Fixed","Owner Occupied","No","No","No","30 to 40%",2,30, 0,0.39000000, 51371.587, 3018.080760,131722.02, 4390.734,53.33210, -6.224386,"No","Dublin","0","Dublin 4","Branch 37","31/12/2029","08/01/2000","10/02/2016",1.23,0.04722274,0.95277726,0.8308132,"Yes"
"7489","00000CONTR00032937","Tracker","Owner Occupied","No","No","No","60 to 70%",2,32,-1,0.64000000,169853.606, 4883.291184,265396.26, 8293.633,52.73985, -8.777796,"Yes","Clare","< 90 days","Sixmilebridge","Branch 220","16/02/2038","24/02/2006","09/08/2016",0.54,0.04722274,0.95277726,0.8377512,"Yes"
"7490","00000CONTR00140958","Fixed","Owner Occupied","No","No","No","90 to 100%",2,29, 1,0.90611044, 72600.140, 3993.007724, 80122.84, 2762.856,52.96246, -7.804822,"No","Tipperary","0","Roscrea","Branch 236","08/10/2035","15/10/2006","21/07/2013",4.75,0.04722274,0.95277726,0.8917859,"Yes"
"7491","00000CONTR00049285","Variable","Owner Occupied","No","No","No","60 to 70%",3,28, 0,0.65000000,178037.805, 6898.964958,273904.32, 9782.297,53.42159, -6.465719,"No","Meath","0","Dunboyne","Branch 107","29/08/2033","05/09/2005","05/02/2015",2.62,0.42792589,0.57207411,0.7766296,"No"
"7492","00000CONTR00044378","Variable","Owner Occupied","No","No","No","60 to 70%",3,34, 0,0.65000000, 55400.732, 3808.800291, 85231.89, 2506.820,51.88868, -8.423345,"No","Cork","0","Ballintemple","Branch 46","31/08/2041","09/09/2007","26/01/2016",1.28,0.42792589,0.57207411,0.8227195,"Yes"
"7493","00000CONTR00161045","Variable","Owner Occupied","No","No","No","40 to 50%",2,30, 0,0.43540372, 26592.351, 1096.934484, 61075.16, 2035.839,52.35922, -7.692431,"No","Tipperary","0","Clonmel","Branch 203","02/06/2032","10/06/2002","10/12/2013",4.22,0.04722274,0.95277726,0.8673885,"Yes"
"7494","00000CONTR00152761","Tracker","Buy to Let","No","No","No","40 to 50%",4,30, 1,0.41717167, 47846.086,  478.460863,114691.60, 3823.053,53.30356, -6.249977,"No","Dublin","0","Farranboley","Branch 252","10/02/2026","18/02/1996","21/03/2016",1.08,0.63515585,0.36484415,0.8226043,"No"
"7495","00000CONTR00236874","Tracker","Owner Occupied","No","No","No","60 to 70%",4,29, 0,0.68000000,197125.876, 3203.295478,289890.99, 9996.241,52.86851, -8.205009,"No","Tipperary","0","Nenagh","Branch 186","19/07/2036","27/07/2007","01/10/2014",3.10,0.56958175,0.43041825,0.6733285,"Yes"
"7496","00000CONTR00054876","Variable","Owner Occupied","No","No","No","60 to 70%",3,30, 0,0.64000000, 80608.064,  906.840724,125950.10, 4198.337,54.26610, -8.473242,"No","Sligo","0","Abbeyquarter","Branch 221","07/09/2038","14/09/2008","19/07/2016",0.62,0.42792589,0.57207411,0.7877457,"No"
"7497","00000CONTR00105755","Tracker","Owner Occupied","No","No","No","70 to 80%",3,33, 0,0.77000000,137469.361, 6186.121227,178531.64, 5410.050,53.71560, -6.349174,"No","Louth","0","Drogheda","Branch 71","02/02/2040","10/02/2007","12/11/2013",4.32,0.42792589,0.57207411,0.7724867,"Yes"
"7498","00000CONTR00080316","Variable","Owner Occupied","No","No","No","60 to 70%",3,28, 0,0.60000000,128126.783, 5125.071308,213544.64, 7626.594,53.71562, -6.349170,"No","Louth","0","Drogheda","Branch 71","30/07/2033","06/08/2005","25/07/2013",4.74,0.42792589,0.57207411,0.7766040,"Yes"
"7499","00000CONTR00178089","Tracker","Owner Occupied","No","No","No","60 to 70%",2,30, 0,0.69000000,173429.472, 2818.228916,251347.06, 8378.235,53.33382, -6.239989,"No","Dublin","0","Dublin 4","Branch 85","16/04/2038","23/04/2008","22/08/2013",4.63,0.04722274,0.95277726,0.8070746,"Yes"
"7500","00000CONTR00001841","Tracker","Owner Occupied","No","No","No","70 to 80%",3,28, 0,0.75000000, 92317.764, 4154.299399,123090.35, 4396.084,52.64307, -9.485674,"No","Clare","0","Kilrush","Branch 205","15/05/2037","22/05/2009","02/03/2016",1.15,0.42792589,0.57207411,0.8438286,"Yes"
"7501","00000CONTR00129695","Fixed","Buy to Let","No","No","No","70 to 80%",3,29, 0,0.76602272, 70510.022, 4671.288952, 92046.91, 3174.031,53.33870, -6.404020,"No","Dublin","0","Ronanstown","Branch 4","14/08/2035","21/08/2006","01/08/2013",4.71,0.42792589,0.57207411,0.8938410,"No"
"7502","00000CONTR00096005","Variable","Owner Occupied","No","No","No","10 to 20%",2,35, 0,0.15297969, 12213.343,  763.333943, 79836.37, 2281.039,53.40823, -6.172220,"No","Dublin","0","Balgriffin","Branch 27","15/08/2021","24/08/1986","03/05/2016",0.91,0.04722274,0.95277726,0.7839023,"Yes"
"7503","00000CONTR00032179","Tracker","Buy to Let","No","Yes","No","90 to 100%",4,35, 2,0.92964578,168619.681,  843.098405,181380.57, 5182.302,52.85385, -8.975282,"No","Clare","0","Ennis","Branch 97","07/08/2045","16/08/2010","20/09/2016",0.38,0.63515585,0.36484415,0.5405655,"No"
"7504","00000CONTR00011373","Tracker","Owner Occupied","No","Yes","No","60 to 70%",4,33, 2,0.61000000,191963.535,  959.817673,314694.32, 9536.191,52.66125, -8.636831,"No","Limerick","0","Limerick","Branch 184","02/03/2039","10/03/2006","18/04/2013",5.11,0.63515585,0.36484415,0.3163669,"No"
"7505","00000CONTR00180576","Fixed","Owner Occupied","No","No","No","10 to 20%",4,32, 0,0.16474735, 13900.547,  729.778727, 84374.93, 2636.717,52.66140, -8.635715,"No","Limerick","0","Limerick","Branch 7","11/03/2023","19/03/1991","24/08/2016",0.49,0.63515585,0.36484415,0.6183916,"No"
"7506","00000CONTR00113084","Variable","Owner Occupied","No","No","No","30 to 40%",2,30, 0,0.38000000, 50968.673, 1083.084301,134128.09, 4470.936,53.33959, -6.221183,"No","Dublin","0","Dublin 4","Branch 207","07/03/2030","14/03/2000","28/05/2013",4.95,0.04722274,0.95277726,0.8403189,"Yes"
"7507","00000CONTR00138322","Tracker","Owner Occupied","No","No","No","70 to 80%",2,28, 0,0.71000000, 65952.053,  164.880132, 92890.21, 3317.508,52.15881, -7.149326,"No","Waterford","0","Tramore","Branch 256","20/02/2041","27/02/2013","24/06/2016",0.72,0.04722274,0.95277726,0.8723284,"Yes"
"7508","00000CONTR00184680","Tracker","Owner Occupied","No","No","No","90 to 100%",2,29, 0,0.90611044,193298.189, 5798.945660,213327.40, 7356.117,52.63194, -8.655355,"No","Limerick","0","Raheen","Branch 247","25/08/2040","02/09/2011","17/10/2015",1.66,0.04722274,0.95277726,0.7873137,"Yes"
"7509","00000CONTR00116726","Fixed","Owner Occupied","No","No","No","60 to 70%",2,31,-1,0.69000000,165068.998,10935.821100,239230.43, 7717.111,53.35112, -6.296639,"No","Dublin","0","Arran Quay","Branch 50","04/02/2039","12/02/2008","18/03/2014",3.85,0.04722274,0.95277726,0.8058887,"Yes"
"7510","00000CONTR00185296","Tracker","Owner Occupied","No","No","No","70 to 80%",2,33,-3,0.74000000,157690.628, 5913.398535,213095.44, 6457.438,53.02970, -7.270739,"No","Laois","0","Portlaoise","Branch 206","14/03/2044","23/03/2011","14/01/2016",1.33,0.04722274,0.95277726,0.7834133,"Yes"
"7511","00000CONTR00147037","Tracker","Owner Occupied","No","No","No","10 to 20%",3,34, 0,0.11767668, 18534.063,  556.021887,157499.88, 4632.349,53.37231, -6.339851,"No","Dublin","0","Ashtown","Branch 56","03/12/2025","12/12/1991","12/08/2015",1.91,0.42792589,0.57207411,0.7877681,"No"
"7512","00000CONTR00076550","Variable","Owner Occupied","No","No","No","10 to 20%",2,31, 0,0.15297969, 12213.343,   76.333394, 79836.37, 2575.367,53.37238, -6.340703,"No","Dublin","0","Phoenix Park Racecourse","Branch 15","21/04/2019","28/04/1988","27/07/2016",0.59,0.04722274,0.95277726,0.7913311,"Yes"
"7513","00000CONTR00221726","Fixed","Buy to Let","No","No","No","0 to 10%",3,28, 0,0.01176767,  2417.486,  145.049188,205434.62, 7336.951,53.74702, -7.794772,"No","Longford","0","Clonbalt Wood","Branch 41","07/01/2018","14/01/1990","13/08/2016",0.53,0.42792589,0.57207411,0.8924019,"Yes"
"7514","00000CONTR00048987","Tracker","Owner Occupied","No","No","No","10 to 20%",2,28,-2,0.16474735, 16217.305,  162.173050, 98437.42, 3515.622,53.33223, -6.266957,"No","Dublin","0","Saint Kevin's","Branch 51","16/10/2015","23/10/1987","23/03/2015",2.45,0.04722274,0.95277726,0.8068574,"Yes"
"7515","00000CONTR00017647","Tracker","Owner Occupied","No","No","Yes","70 to 80%",5,34, 1,0.70000000,196168.954, 8582.391731,280241.36, 8242.393,53.29351, -6.231769,"Yes","Dublin","< 90 days","Mountanville","Branch 210","05/06/2040","14/06/2006","10/12/2013",4.22,0.06707065,0.93292935,0.5420637,"Yes"
"7516","00000CONTR00148752","Variable","Owner Occupied","No","No","No","70 to 80%",2,31, 0,0.78000000,173756.840, 3692.332845,222765.18, 7185.974,53.61316, -6.192498,"No","Dublin","0","Balbriggan","Branch 77","02/07/2045","10/07/2014","27/05/2015",2.20,0.04722274,0.95277726,0.7940352,"Yes"
"7517","00000CONTR00220027","Variable","Buy to Let","No","No","No","90 to 100%",3,29,-1,0.94141345,134346.774, 2854.868946,142707.52, 4920.949,53.30162, -6.295575,"No","Dublin","0","Dublin 6W","Branch 51","20/02/2044","27/02/2015","01/11/2015",1.61,0.42792589,0.57207411,0.8855932,"Yes"
"7518","00000CONTR00012677","Tracker","Owner Occupied","No","No","No","70 to 80%",3,30, 0,0.72000000, 73280.058, 3022.802413,101777.86, 3392.595,53.30330, -6.295257,"No","Dublin","0","Terenure","Branch 234","16/05/2044","24/05/2014","24/05/2014",3.59,0.42792589,0.57207411,0.8098778,"No"
"7519","00000CONTR00058736","Tracker","Owner Occupied","No","No","No","30 to 40%",3,30, 0,0.36479771, 47846.086, 2332.496707,131157.86, 4371.929,53.30341, -6.294208,"No","Dublin","0","Terenure","Branch 38","14/09/2029","22/09/1999","01/12/2013",4.25,0.42792589,0.57207411,0.7796572,"Yes"
"7520","00000CONTR00074344","Variable","Owner Occupied","No","No","No","40 to 50%",2,28,-3,0.45893906, 46687.707,  175.078903,101729.65, 3633.202,53.28334, -6.305455,"Yes","Dublin","< 90 days","Rathfarnham","Branch 24","04/02/2032","11/02/2004","02/11/2014",2.98,0.04722274,0.95277726,0.8342769,"Yes"
"7521","00000CONTR00214404","Variable","Owner Occupied","No","No","No","90 to 100%",4,29, 0,0.94141345,135983.614, 6459.221651,144446.22, 4980.904,53.52442, -6.163620,"No","Dublin","0","Lusk","Branch 1","11/10/2044","19/10/2015","28/07/2016",0.59,0.63515585,0.36484415,0.7131774,"No"
"7522","00000CONTR00052510","Variable","Owner Occupied","Yes","No","No","90 to 100%",2,31, 1,0.90611044,143538.259, 1794.228236,158411.44, 5110.046,53.29288, -6.160504,"No","Dublin","0","Mountashton","Branch 77","04/09/2047","11/09/2016","11/09/2016",0.42,0.04722274,0.95277726,0.7710366,"Yes"
"7523","00000CONTR00157294","Tracker","Owner Occupied","No","No","No","10 to 20%",2,30, 0,0.17651502, 22663.936,   28.329920,128396.64, 4279.888,52.50747, -9.671173,"No","Kerry","0","Ballybunnion","Branch 152","31/08/2021","08/09/1991","11/12/2016",0.08,0.04722274,0.95277726,0.8463529,"Yes"
"7524","00000CONTR00178755","Fixed","Buy to Let","No","Yes","Yes","60 to 70%",5,34, 2,0.61000000,180757.478,11975.182890,296323.73, 8715.404,52.50751, -9.671740,"No","Kerry","0","Ballybunnion","Branch 74","15/05/2042","23/05/2008","17/08/2016",0.51,0.06707065,0.93292935,0.4218638,"Yes"
"7525","00000CONTR00100055","Tracker","Buy to Let","No","No","No","60 to 70%",2,33, 0,0.65000000,203471.778, 3815.095829,313033.50, 9485.864,51.90930, -8.469687,"No","Cork","0","Lady's Well","Branch 81","18/12/2038","26/12/2005","24/03/2015",2.45,0.04722274,0.95277726,0.8978265,"Yes"
"7526","00000CONTR00204592","Variable","Owner Occupied","No","No","No","> 100%",3,29, 0,1.01581274, 71013.665, 3816.984490, 69908.22, 2410.628,51.91270, -8.393238,"No","Cork","0","Glanmire","Branch 9","13/03/2040","21/03/2011","15/01/2013",5.46,0.42792589,0.57207411,0.8796360,"Yes"
"7527","00000CONTR00013757","Tracker","Owner Occupied","No","No","No","70 to 80%",2,29, 0,0.79000000,121780.881, 2283.391514,154153.01, 5315.621,53.71047, -6.384585,"No","Meath","0","Drogheda","Branch 161","27/09/2035","04/10/2006","26/09/2016",0.36,0.04722274,0.95277726,0.8521235,"Yes"
"7528","00000CONTR00022785","Fixed","Owner Occupied","No","Yes","No","70 to 80%",4,29, 2,0.78000000,108585.434, 6515.126026,139212.09, 4800.417,51.90292, -8.346066,"No","Cork","0","Little Island","Branch 259","20/06/2036","28/06/2007","05/09/2014",3.20,0.56958175,0.43041825,0.3947246,"Yes"
"7529","00000CONTR00179361","Tracker","Owner Occupied","No","No","No","10 to 20%",2,35, 0,0.16474735, 17627.505,   66.103146,106997.20, 3057.063,54.10168, -7.445070,"No","Cavan","0","Belturbet","Branch 153","28/02/2023","08/03/1988","06/04/2016",1.02,0.04722274,0.95277726,0.8486522,"Yes"
"7530","00000CONTR00019493","Variable","Owner Occupied","No","Yes","No","30 to 40%",4,30, 3,0.30396170, 33844.811,  465.366145,111345.64, 3711.521,51.88225, -8.614585,"No","Cork","0","Ballincollig","Branch 112","14/08/2033","22/08/2003","25/07/2014",3.36,0.56958175,0.43041825,0.3779417,"No"
"7531","00000CONTR00214970","Tracker","Owner Occupied","No","No","No","70 to 80%",4,33, 0,0.78000000,192970.821, 3376.989363,247398.49, 7496.924,52.87425, -8.192098,"No","Tipperary","0","Nenagh","Branch 73","09/11/2046","17/11/2013","08/04/2014",3.77,0.56958175,0.43041825,0.6718457,"Yes"
"7532","00000CONTR00102066","Tracker","Owner Occupied","No","No","No","60 to 70%",2,30, 0,0.64000000,148071.046, 2406.154498,231361.01, 7712.034,51.90701, -8.444044,"No","Cork","0","Montenotte","Branch 158","31/05/2037","08/06/2007","07/06/2016",0.78,0.04722274,0.95277726,0.8379330,"Yes"
"7533","00000CONTR00206886","Fixed","Owner Occupied","No","No","No","70 to 80%",4,29, 0,0.78000000,100728.603, 5414.162398,129139.23, 4453.077,52.42290, -8.659228,"No","Limerick","0","Bruree","Branch 184","04/03/2040","12/03/2011","21/09/2015",1.76,0.63515585,0.36484415,0.7266031,"Yes"
"7534","00000CONTR00070446","Tracker","Owner Occupied","No","No","No","60 to 70%",2,33, 0,0.64000000,155222.777, 4462.654834,242535.59, 7349.563,53.10840, -7.011669,"No","Kildare","0","Kildangan","Branch 222","05/07/2040","14/07/2007","02/06/2015",2.18,0.04722274,0.95277726,0.8401352,"Yes"
"7535","00000CONTR00129016","Variable","Owner Occupied","No","No","No","40 to 50%",2,34,-3,0.44717139, 33492.260, 1632.747695, 74898.04, 2202.884,53.95462, -8.089665,"No","Leitrim","0","Carrick-On-Shannon","Branch 72","19/08/2032","28/08/1998","16/02/2016",1.20,0.04722274,0.95277726,0.8323913,"Yes"
"7536","00000CONTR00010646","Fixed","Owner Occupied","No","No","No","70 to 80%",3,32, 0,0.71000000, 88036.799, 5612.345924,123995.49, 3874.859,53.37135, -6.498494,"No","Kildare","0","Leixlip","Branch 167","16/07/2039","24/07/2007","10/09/2016",0.42,0.42792589,0.57207411,0.7899945,"Yes"
"7537","00000CONTR00137646","Variable","Buy to Let","No","No","No","30 to 40%",2,29, 0,0.39000000, 53285.431,  133.213577,136629.31, 4711.356,53.17436, -6.820487,"No","Kildare","0","Newbridge","Branch 94","09/05/2030","16/05/2001","16/10/2014",3.05,0.04722274,0.95277726,0.9189847,"Yes"
"7538","00000CONTR00148154","Fixed","Buy to Let","No","Yes","No","> 100%",4,30, 3,1.04911807, 93677.601, 5854.850035, 89291.76, 2976.392,53.90736, -6.814529,"No","Cavan","0","Kingscourt","Branch 153","11/02/2036","18/02/2006","04/08/2015",1.94,0.56958175,0.43041825,0.7004167,"Yes"
"7539","00000CONTR00010730","Variable","Owner Occupied","No","No","No","40 to 50%",3,30, 0,0.45294605, 45327.871, 1133.196781,100073.44, 3335.781,51.87670, -8.520401,"No","Cork","0","Bishopstown","Branch 43","18/06/2028","26/06/1998","14/04/2015",2.37,0.42792589,0.57207411,0.8012902,"Yes"
"7540","00000CONTR00167163","Fixed","Buy to Let","No","Yes","Yes","60 to 70%",5,28, 4,0.68000000,160410.300,11028.208120,235897.50, 8424.911,53.28621, -9.015827,"Yes","Galway","< 90 days","Mervue","Branch 65","14/02/2034","21/02/2006","08/06/2014",3.54,0.06707065,0.93292935,0.4062165,"Yes"
"7541","00000CONTR00076562","Tracker","Owner Occupied","No","No","No","60 to 70%",2,32, 0,0.60000000,192970.821,  241.213526,321618.03,10050.564,53.39285, -6.377495,"No","Dublin","0","Waterville","Branch 197","11/11/2039","19/11/2007","06/06/2016",0.78,0.04722274,0.95277726,0.8139023,"Yes"
"7542","00000CONTR00188224","Variable","Owner Occupied","No","No","No","> 100%",4,33, 0,1.00025179,204831.614, 1536.237103,204780.05, 6205.456,52.33993, -6.483986,"No","Wexford","0","Newlands","Branch 53","04/05/2045","12/05/2012","23/11/2015",1.52,0.56958175,0.43041825,0.6839753,"No"
"7543","00000CONTR00214961","Variable","Buy to Let","No","No","No","40 to 50%",3,30, 0,0.41964071, 35607.561, 2314.491470, 84852.49, 2828.416,53.48689, -6.155882,"No","Dublin","0","Donabate","Branch 10","03/06/2033","11/06/2003","01/09/2014",3.22,0.42792589,0.57207411,0.8631591,"Yes"
"7544","00000CONTR00100777","Tracker","Owner Occupied","No","No","No","60 to 70%",3,31, 0,0.64000000, 54443.810,  612.492860, 85068.45, 2744.144,53.41880, -6.385175,"No","Dublin","0","Tyrrelstown","Branch 27","15/02/2039","23/02/2008","17/02/2014",3.95,0.42792589,0.57207411,0.7999635,"No"
"7545","00000CONTR00193909","Tracker","Owner Occupied","No","No","No","70 to 80%",3,31, 0,0.75000000,156129.334, 4488.718360,208172.45, 6715.240,52.80657, -8.434875,"No","Tipperary","0","Ballina","Branch 186","01/10/2037","09/10/2006","07/06/2015",2.16,0.42792589,0.57207411,0.7849768,"Yes"
"7546","00000CONTR00101648","Tracker","Buy to Let","No","Yes","No","60 to 70%",4,31, 2,0.63000000,118456.837, 4886.344519,188026.73, 6065.378,52.24738, -7.115443,"No","Waterford","0","Waterford","Branch 40","03/09/2039","10/09/2008","24/11/2016",0.14,0.56958175,0.43041825,0.5327519,"No"
"7547","00000CONTR00015208","Tracker","Owner Occupied","No","No","No","70 to 80%",2,29, 0,0.76000000, 77284.020, 3477.780921,101689.50, 3506.535,52.91282, -7.351885,"No","Laois","0","Abbeyleix","Branch 173","21/08/2041","28/08/2012","18/05/2015",2.24,0.04722274,0.95277726,0.8431929,"Yes"
"7548","00000CONTR00229540","Variable","Buy to Let","No","No","No","70 to 80%",3,31, 0,0.74000000,194532.114, 6808.623992,262881.24, 8480.040,54.31680, -6.893333,"Yes","Monaghan","< 90 days","Glaslough","Branch 148","16/11/2040","24/11/2009","13/11/2013",4.32,0.42792589,0.57207411,0.8154782,"No"
"7549","00000CONTR00118954","Variable","Owner Occupied","No","No","No","90 to 100%",2,29, 0,0.94334679, 95969.176, 3718.805580,101732.66, 3508.023,53.62950, -6.272175,"No","Meath","0","Stamullin","Branch 107","06/09/2038","13/09/2009","15/12/2014",2.82,0.04722274,0.95277726,0.8910643,"Yes"
"7550","00000CONTR00011232","Fixed","Owner Occupied","No","Yes","No","90 to 100%",4,34, 2,0.91589673, 69376.825, 4596.214666, 75747.43, 2227.866,53.38549, -6.309253,"Yes","Dublin","< 90 days","Finglas West","Branch 210","29/10/2046","06/11/2012","26/03/2015",2.44,0.63515585,0.36484415,0.4349885,"No"
"7551","00000CONTR00146177","Fixed","Buy to Let","No","No","No","70 to 80%",2,33, 0,0.78000000,100149.413, 5383.030964,128396.68, 3890.809,52.51372, -6.575832,"No","Wexford","0","Enniscorthy","Branch 28","10/04/2045","18/04/2012","09/06/2014",3.53,0.04722274,0.95277726,0.9252375,"Yes"
"7552","00000CONTR00158477","Fixed","Buy to Let","No","Yes","Yes","20 to 30%",5,30, 1,0.22358569, 57415.304, 3588.456473,256793.28, 8559.776,53.35062, -6.375324,"No","Dublin","0","Johnstown","Branch 230","17/03/2031","24/03/2001","09/12/2013",4.22,0.06707065,0.93292935,0.5282796,"Yes"
