"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","prediction"
"26433","00000CONTR00030399","Tracker","Buy to Let","No","Yes","No","70 to 80%","4",29,3,0.72,1.42543048513883,1.76325753170303,1.67627231890676,1.97460162594383,53.3728498,-6.3551519,"Yes","Dublin","< 90 days",0.334827830777777
"26436","00000CONTR00161193","Tracker","Buy to Let","No","No","No","90 to 100%","4",30,1,0.941413448,1.38173341871118,0.825725002208772,0.704964490518199,0.829623348708035,51.8184289,-8.3807173,"No","Cork","0",0.446086091086775
"26438","00000CONTR00227615","Tracker","Owner Occupied","Yes","No","No","90 to 100%","4",35,0,0.945589111,-0.297066271547076,-0.234003005361142,-0.924878534079815,-1.05457416233024,53.7943195,-6.2408568,"No","Louth","0",NA
"26441","00000CONTR00206746","Variable","Owner Occupied","Yes","No","No","70 to 80%","4",33,0,0.75,0.739178454928042,0.893460944492994,0.685061223012283,0.530956430183195,53.2301821,-6.6595751,"No","Kildare","0",0.406834702960219
"26443","00000CONTR00168146","Tracker","Owner Occupied","No","No","No","90 to 100%","4",30,0,0.906110444,0.624317593470735,0.122095674256812,0.0598496714047547,0.162689093432455,53.3472406,-6.5350064,"No","Kildare","0",0.385094988796816
"26452","00000CONTR00179355","Tracker","Owner Occupied","No","No","No","90 to 100%","4",30,0,0.917878112,1.17365214733247,0.764091761235757,0.57491204564488,0.695172196635524,53.9769272,-7.6469155,"No","Leitrim","0",0.40513627066154
"26453","00000CONTR00116408","Tracker","Buy to Let","No","Yes","Yes","90 to 100%","5",34,4,0.917878112,1.47994777733442,1.27348544616827,0.878780616567428,0.625875244181327,52.0480611,-8.264231,"No","Cork","0",0.96071192006704
"26460","00000CONTR00016580","Tracker","Buy to Let","No","No","No","30 to 40%","4",30,3,0.351032374,-0.983318301427339,-0.649845513073186,-0.420255439462017,-0.333654402809607,52.2374945,-9.4573172,"No","Kerry","0",NA
"26462","00000CONTR00193072","Variable","Owner Occupied","No","No","No","90 to 100%","4",35,2,0.917878112,0.898984871227907,0.899280739212306,0.302421208480809,0.0329774071124463,52.3347479,-6.4939185,"No","Wexford","0",0.4494957100009
"26464","00000CONTR00222044","Fixed","Owner Occupied","No","No","No","10 to 20%","4",32,0,0.14987401,-1.23842593897421,-0.549363122906866,0.517631952629349,0.455585804886537,52.7457336,-8.7703829,"No","Clare","0",NA
"26473","00000CONTR00187850","Fixed","Owner Occupied","No","No","No","0 to 10%","4",34,0,0.011767668,-1.65916626783782,-1.07032566993991,0.721066221859889,0.48200874534856,52.2529974,-10.020179,"No","Kerry","0",NA
"26475","00000CONTR00171507","Tracker","Buy to Let","No","No","No","60 to 70%","4",35,3,0.66,1.21526840193873,0.932825388282907,1.74541331780082,1.31166123511545,53.0949939,-7.9113086,"No","Offaly","0",0.484623278843788
"26476","00000CONTR00071846","Tracker","Buy to Let","No","Yes","No","90 to 100%","4",33,2,0.92964578,1.35343436505009,1.25234827567373,0.714951640051992,0.559048601579873,53.3477851,-6.2952681,"No","Dublin","0",0.398258624923489
"26478","00000CONTR00187446","Variable","Buy to Let","Yes","No","No","80 to 90%","4",34,0,0.88,1.40170922012894,-0.516222626064546,0.9335209561633,0.675809183789409,52.7532551,-6.5458263,"No","Wicklow","0",0.453063031942138
"26480","00000CONTR00101199","Tracker","Buy to Let","No","Yes","No","60 to 70%","4",29,3,0.6,0.53192951026101,-0.0355237615373645,1.11025396008757,1.36926105794658,53.3808619,-6.3926957,"No","Dublin","0",0.396689643239479
"26481","00000CONTR00029017","Tracker","Owner Occupied","Yes","No","No","70 to 80%","4",35,0,0.73,0.219807604845548,-0.55954776310394,0.118262161100796,-0.13021211684978,52.4757376,-8.5462866,"No","Limerick","0",0.361724789949113
"26486","00000CONTR00021650","Tracker","Owner Occupied","No","Yes","No","40 to 50%","4",35,1,0.43540372,-1.05489825849076,-0.915313016997145,-0.92914364535145,-1.05835362090748,53.3096088,-8.7403066,"No","Galway","0",NA
"26502","00000CONTR00218463","Variable","Buy to Let","No","No","No","70 to 80%","4",30,0,0.76,0.571048788037446,-0.4572163756988,0.444681127219737,0.560536534267251,51.8984149,-8.0462399,"No","Cork","0",0.483804993419643
"26503","00000CONTR00017205","Tracker","Owner Occupied","Yes","No","No","90 to 100%","4",34,1,0.906110444,1.50658218087737,1.60472875299399,0.946490460643557,0.687639919133972,51.8983881,-8.0463524,"No","Cork","0",0.421514173837843
"26506","00000CONTR00194174","Tracker","Owner Occupied","No","No","No","90 to 100%","4",29,0,0.917878112,1.3455272778152,-0.0837997657003322,0.74542525147987,0.979087108997196,53.9751784,-6.3914306,"Yes","Louth","< 90 days",0.326130781441393
"26509","00000CONTR00199892","Tracker","Buy to Let","No","No","No","70 to 80%","4",33,1,0.75,0.898984871227907,-0.0464358765157051,0.879088567980628,0.71331083699411,54.0133444,-10.0147104,"No","Mayo","0",0.482099738026266
"26510","00000CONTR00234992","Tracker","Buy to Let","No","No","No","70 to 80%","4",32,-1,0.78,1.07627011376831,-0.579432061273529,0.964791753569317,0.888976952345843,51.8234503,-8.40004,"No","Cork","0",0.456932046835632
"26513","00000CONTR00232071","Tracker","Owner Occupied","No","No","No","20 to 30%","4",32,0,0.238240693,-1.04532651998089,-0.769707011043498,0.220297228959069,0.167406418826922,53.271485,-9.0855071,"No","Galway","0",NA
"26516","00000CONTR00236788","Variable","Buy to Let","No","No","No","30 to 40%","4",32,2,0.388333047,-0.890514054861774,-0.19698264526562,-0.380682543676208,-0.415068376914704,51.892511,-8.4408946,"No","Cork","0",NA
"26519","00000CONTR00231635","Variable","Owner Occupied","No","No","No","20 to 30%","4",28,0,0.259778361,-1.30667659563607,-0.690856877827287,-0.902601938684143,-0.731055583601578,53.3749368,-6.220347,"No","Dublin","0",NA
"26522","00000CONTR00215693","Tracker","Buy to Let","No","No","No","90 to 100%","4",33,0,0.92964578,0.905643471700492,-0.738991428854799,0.276332327605324,0.146817199237167,51.9125951,-8.4814805,"Yes","Cork","< 90 days",0.412602039225678
"26524","00000CONTR00008503","Variable","Owner Occupied","No","Yes","No","70 to 80%","4",33,1,0.79,0.42455957433536,0.891399767390499,0.172592636200703,0.0493186235039678,53.3478473,-6.4271403,"No","Dublin","0",0.42297603129766
"26531","00000CONTR00204573","Tracker","Owner Occupied","No","No","No","10 to 20%","4",35,0,0.199832014,-1.34954133733516,-0.872998260753142,-0.686576419288186,-0.843406645394216,52.2493337,-7.1339136,"No","Waterford","0",NA
"26544","00000CONTR00199629","Variable","Owner Occupied","No","No","No","90 to 100%","4",30,1,0.917878112,1.53862669647799,2.88919580590838,0.936994568225473,1.06950127702977,53.2600941,-6.200282,"No","Dublin","0",0.394025742321032
"26545","00000CONTR00144836","Tracker","Buy to Let","No","No","No","90 to 100%","4",30,3,0.941413448,0.466175828941625,-0.382690672962211,-0.180630730265034,-0.0859249724809601,53.3403983,-6.2695968,"No","Dublin","0",NA
"26546","00000CONTR00012459","Tracker","Owner Occupied","No","No","Yes","10 to 20%","5",33,2,0.18828269,-1.21345618654097,-1.04768303174503,0.0689461040262955,-0.0480923970709248,51.9112839,-8.319282,"No","Cork","0",NA
"26550","00000CONTR00202612","Variable","Owner Occupied","No","No","No","20 to 30%","4",32,1,0.275541366,-1.24009058909235,-0.57365268187334,-0.760995384806104,-0.78367087239564,52.3506525,-7.7051039,"No","Tipperary","0",NA
"26557","00000CONTR00191650","Tracker","Owner Occupied","No","No","No","> 100%","4",32,0,1.000251789,1.85990417754326,-0.0817183810987668,0.965054810073947,0.889231909277785,53.3341714,-6.2446901,"No","Dublin","0",0.383420378686716
"26569","00000CONTR00028455","Tracker","Buy to Let","No","Yes","Yes","70 to 80%","5",34,3,0.74,0.599347841698541,0.833808050305212,0.552978418577484,0.328679659026169,52.136901,-8.6329863,"No","Cork","0",0.960731220937341
"26570","00000CONTR00216444","Tracker","Owner Occupied","No","No","No","60 to 70%","4",33,3,0.67,-0.648307456061062,-0.532166438162739,-0.847383767857195,-0.909294666473063,52.5907214,-7.6667385,"No","Tipperary","0",NA
"26575","00000CONTR00194729","Fixed","Buy to Let","No","No","No","60 to 70%","4",33,0,0.63,0.0425223623051475,0.571917295318802,0.241714512659762,0.114282037150272,53.3520265,-6.2981249,"No","Dublin","0",0.471747229868711
"26579","00000CONTR00004066","Variable","Owner Occupied","No","No","No","90 to 100%","4",35,1,0.941413448,0.239783406263302,0.622355514721581,-0.399614276512025,-0.589119841885978,52.1376476,-10.2643504,"No","Kerry","0",NA
"26580","00000CONTR00218465","Variable","Buy to Let","No","No","No","70 to 80%","4",30,0,0.71,0.663020709543939,1.5184220080043,0.754085255568103,0.880405502948907,53.9781756,-10.071213,"No","Mayo","0",0.499073128308582
"26581","00000CONTR00158964","Variable","Owner Occupied","No","No","No","60 to 70%","4",32,2,0.62,0.140736720928384,-0.895054877944175,0.426537387086276,0.367296164693226,53.5832217,-6.1283548,"No","Dublin","0",0.426189324879986
"26592","00000CONTR00195719","Tracker","Buy to Let","No","Yes","No","10 to 20%","4",34,1,0.11,-1.53140436786573,-1.11824804075066,-0.895820674180683,-0.992909625626166,54.9723485,-7.4258783,"No","Donegal","0",NA
"26595","00000CONTR00177925","Fixed","Owner Occupied","No","No","No","70 to 80%","4",32,0,0.732717384,-0.711980324732764,0.126420105057419,-1.04861472701281,-1.0624340277049,51.8076344,-8.3999225,"No","Cork","0",NA
"26604","00000CONTR00015992","Variable","Owner Occupied","No","Yes","Yes","70 to 80%","5",31,1,0.7,0.0254596977678441,-0.574329637425457,-0.0320387272569971,-0.00706982205410064,53.3494023,-6.4171677,"Yes","Dublin","< 90 days",NA
"26608","00000CONTR00159220","Tracker","Owner Occupied","No","No","No","60 to 70%","4",31,0,0.67,1.57067121207861,1.34176699413721,2.16845638889719,2.19446711300904,53.3513779,-6.2720398,"No","Dublin","0",0.368454790464166
"26612","00000CONTR00204187","Tracker","Owner Occupied","No","No","No","70 to 80%","4",34,2,0.73,1.44249314967613,0.787835714838495,1.64344501067157,1.32339933585915,53.3493173,-6.2695493,"No","Dublin","0",0.378379897548776
"26620","00000CONTR00218923","Fixed","Owner Occupied","No","No","No","60 to 70%","4",32,0,0.68,1.60271572767923,2.56788454345497,2.14603987783349,2.03385285475412,55.0311598,-7.7824023,"No","Donegal","0",0.415522736253167
"26627","00000CONTR00009877","Tracker","Owner Occupied","No","Yes","No","60 to 70%","4",28,2,0.64,0.882338370046444,0.8237042404254,1.39731590310328,1.81648758338395,52.4738634,-8.863313,"No","Limerick","0",0.322422035689417
"26628","00000CONTR00100182","Tracker","Buy to Let","No","Yes","No","10 to 20%","4",34,1,0.133221343,-1.54139226877292,-1.03087029192271,-1.20429119941415,-1.27429532144352,52.7648228,-6.2365541,"No","Wexford","0",NA
"26629","00000CONTR00183819","Fixed","Owner Occupied","No","No","No","70 to 80%","4",28,0,0.799328055,-0.551757746564406,-0.0330382243865346,-0.96819050292024,-0.803705873602115,51.7364571,-8.938564,"No","Cork","0",NA
"26630","00000CONTR00073942","Tracker","Buy to Let","No","Yes","No","90 to 100%","4",30,1,0.945589111,-0.297066271547076,-0.0979653076089084,-0.924878534079815,-0.855345143051863,53.7883848,-6.8850982,"No","Meath","0",NA
"26631","00000CONTR00221069","Variable","Owner Occupied","No","No","No","60 to 70%","4",33,-1,0.64,0.806596786365573,1.80037892961488,1.28954924991116,1.09907766732861,53.3529143,-6.2383571,"No","Dublin","0",0.401219461967184
"26635","00000CONTR00147245","Fixed","Buy to Let","Yes","No","No","70 to 80%","4",31,0,0.72,1.04713873504814,2.0806990341713,1.19783574922041,1.22338693453061,53.2341849,-6.6643693,"No","Kildare","0",0.398654631814495
"26636","00000CONTR00004895","Tracker","Buy to Let","No","Yes","No","60 to 70%","4",29,1,0.68,-0.669115583033672,-0.718622147818683,-0.896225978607195,-0.776612285233561,53.2998678,-6.1724135,"No","Dublin","0",NA
"26644","00000CONTR00133822","Tracker","Buy to Let","Yes","Yes","No","70 to 80%","4",31,1,0.72,1.69801694942201,1.43761173550193,2.02102034287833,2.04696126336172,52.5551947,-6.3494432,"No","Wexford","0",0.395949347070774
"26652","00000CONTR00167728","Tracker","Owner Occupied","No","No","No","10 to 20%","4",33,0,0.129444349,-1.53140436786573,-1.11016499275373,-1.10282079627896,-1.14936426942422,53.5128493,-6.4118298,"No","Meath","0",NA
"26656","00000CONTR00132792","Fixed","Buy to Let","No","Yes","No","60 to 70%","4",30,1,0.61,0.938936475716026,1.7625502650628,1.66235469710204,1.81939494512716,53.3222776,-6.3964428,"No","Dublin","0",0.405907950762343
"26657","00000CONTR00210893","Variable","Owner Occupied","No","No","No","0 to 10%","4",33,0,0.082373677,-1.57052364663373,-1.11515627489213,-0.866104434728748,-0.926889073709238,51.8053092,-8.5677418,"No","Cork","0",NA
"26660","00000CONTR00215516","Variable","Owner Occupied","No","No","No","60 to 70%","4",35,-1,0.65,0.663020709543939,0.601319382364358,1.03358750575573,0.680888448986738,52.6834478,-9.6438046,"No","Clare","0",0.40435166947217
"26662","00000CONTR00134928","Tracker","Buy to Let","No","Yes","No","70 to 80%","4",29,2,0.78,-0.837245249593746,-0.658565101081636,-1.26912685633474,-1.17541918950104,53.9856347,-6.390792,"Yes","Louth","< 6 months",NA
"26663","00000CONTR00020789","Tracker","Owner Occupied","No","Yes","No","90 to 100%","4",30,3,0.92964578,0.546911361324326,-0.736748382976741,-0.0750522904015164,0.0232244018062878,53.9515667,-8.6975161,"No","Mayo","0",NA
"26666","00000CONTR00228453","Tracker","Owner Occupied","No","No","No","60 to 70%","4",28,1,0.6,1.85990417754326,1.81858599541119,3.12568775000189,3.73094809719001,54.3920514,-8.523544,"Yes","Sligo","< 90 days",0.335033072693041
"26668","00000CONTR00144446","Variable","Buy to Let","No","Yes","No","70 to 80%","4",34,2,0.79,0.562725537446715,1.07710779508709,0.331851632163918,0.126968605591362,55.1815848,-7.9650167,"No","Donegal","0",0.459956473283519
"26671","00000CONTR00030491","Tracker","Buy to Let","No","Yes","No","30 to 40%","4",31,3,0.38922271,-1.21345618654097,-0.78894466539105,-1.1405482288577,-1.11610414398028,53.9515024,-8.0807735,"No","Leitrim","0",NA
"26674","00000CONTR00171751","Tracker","Owner Occupied","No","No","No","90 to 100%","4",30,0,0.92964578,0.0595850268424509,0.332477205970073,-0.552397286126655,-0.470265625284043,53.9847386,-8.1580613,"Yes","Roscommon","< 90 days",NA
"26675","00000CONTR00182660","Variable","Buy to Let","No","No","No","> 100%","4",28,2,1.059090129,1.79082119598758,0.999257939013029,0.725717832801961,1.07258054404208,53.9846195,-8.1577588,"No","Roscommon","0",0.340765578270735
"26677","00000CONTR00154861","Fixed","Buy to Let","No","No","No","90 to 100%","4",29,2,0.917878112,0.702556152328825,1.5625756576413,0.107548973025839,0.296896534476577,52.6425969,-6.6482259,"No","Wexford","0",0.418194960518462
"26681","00000CONTR00100755","Tracker","Buy to Let","No","No","No","70 to 80%","4",29,3,0.76,0.239367242907461,-0.78901539211927,0.0472721158944837,0.232432145840458,53.2593704,-8.9321529,"No","Galway","0",0.388263886620853
"26686","00000CONTR00174099","Variable","Owner Occupied","No","No","No","40 to 50%","4",33,0,0.458939056,-0.962510174454729,-0.421964182524835,-0.814791225095784,-0.878662933887691,53.3566209,-6.2434736,"No","Dublin","0",NA
"26689","00000CONTR00161131","Variable","Buy to Let","No","No","No","0 to 10%","4",28,3,0.011767668,-1.65500464242678,-1.09535280730237,1.0431008486937,1.42413524527487,51.8656441,-8.1194687,"No","Cork","0",NA
"26694","00000CONTR00216216","Tracker","Owner Occupied","No","No","No","60 to 70%","4",31,2,0.67,1.01883968303965,-0.854417354169751,1.41845563083753,1.44411126791307,53.3297085,-6.2759105,"No","Dublin","0",0.383226393882549
"26699","00000CONTR00153581","Tracker","Buy to Let","No","No","Yes","30 to 40%","5",32,2,0.36,-0.585466912283172,-0.767150747164449,0.53991967355913,0.477187256610184,53.2922492,-6.1530762,"No","Dublin","0",NA
"26700","00000CONTR00052276","Tracker","Buy to Let","No","No","Yes","30 to 40%","5",29,3,0.37,-0.407765507378496,-0.0846282782979309,0.901211618063689,1.14569620628733,52.0484535,-8.7300401,"No","Cork","0",NA
"26706","00000CONTR00182791","Fixed","Buy to Let","No","No","Yes","10 to 20%","5",32,4,0.18828269,-0.915483807295011,-0.187485063888722,1.51005105609785,1.41744698648692,51.8665396,-8.4872289,"No","Cork","0",NA
"26707","00000CONTR00172037","Fixed","Buy to Let","No","No","Yes","30 to 40%","5",35,2,0.35,-0.17221750921563,0.437455791802535,1.69547594938246,1.26741005383468,54.1811376,-8.4997691,"No","Sligo","0",NA
"26714","00000CONTR00080586","Tracker","Buy to Let","No","No","Yes","> 100%","5",35,3,1.259140487,0.492810230831965,-1.11824804075066,-0.68956582607461,-0.84605565986543,51.8367206,-8.8312553,"No","Cork","0",NA
"26715","00000CONTR00178463","Tracker","Buy to Let","No","No","Yes","> 100%","5",28,1,1.376817168,1.35343436505009,-0.525598961805058,-0.255772143694548,-0.0145835446315697,53.488914,-6.1522993,"No","Dublin","0",NA
"26721","00000CONTR00172980","Fixed","Buy to Let","No","No","Yes","> 100%","5",33,3,1.247372819,0.77913005941616,1.76837005946113,-0.465600994614934,-0.550480443489168,53.5244494,-6.1027949,"No","Dublin","0",NA
"26726","00000CONTR00096409","Tracker","Buy to Let","No","No","Yes","> 100%","5",29,4,1.376817168,-0.116451728770383,-0.503936393124869,-1.22793137355795,-1.13136179014392,53.0440554,-7.2681489,"No","Laois","0",NA
"26727","00000CONTR00047455","Tracker","Buy to Let","No","No","Yes","> 100%","5",30,2,1.635705866,0.453690953055528,-0.648117761791736,-1.07607233481066,-1.01165270564689,53.3366482,-6.4587104,"No","Dublin","0",NA
"26730","00000CONTR00048179","Tracker","Buy to Let","No","No","Yes","> 100%","5",29,2,1.059090129,1.4649659262711,0.49432003442754,0.445547708961419,0.658376588746418,53.380699,-6.2319802,"No","Dublin","0",0.952319279275295
"26733","00000CONTR00168008","Fixed","Buy to Let","No","No","Yes","> 100%","5",28,2,1.553332189,0.529848696787023,1.1533511451951,-0.967907805250519,-0.803392738546996,53.4525713,-6.2372997,"No","Dublin","0",NA
"26738","00000CONTR00142618","Variable","Buy to Let","No","No","Yes","> 100%","5",30,4,1.518029185,0.403335284502691,1.68752947587064,-1.01342725206514,-0.946888805857904,53.9421369,-8.0707647,"Yes","Leitrim","< 6 months",NA
"26741","00000CONTR00157906","Tracker","Buy to Let","No","No","Yes","> 100%","5",35,3,1.129696138,1.13120356931974,0.736265868747152,0.00655189507724468,-0.229202339522297,53.3626864,-6.273114,"No","Dublin","0",0.957463967377201
"26744","00000CONTR00161874","Variable","Buy to Let","No","No","Yes","> 100%","5",33,4,1.353281832,0.21231667931389,0.0411641561180522,-0.98851759699339,-1.04193769988525,53.2362677,-6.1119737,"No","Dublin","0",NA
"26746","00000CONTR00040645","Tracker","Buy to Let","No","No","Yes","> 100%","5",35,1,1.729847211,1.13536519461511,0.32627346652155,-0.782419246311421,-0.92833619723193,53.3990585,-6.3739652,"No","Dublin","0",NA
"26748","00000CONTR00149237","Tracker","Buy to Let","No","No","Yes","> 100%","5",34,2,1.235605151,1.04713873504814,0.881093880915071,-0.25086494945255,-0.404583348932503,53.3941161,-6.6767694,"No","Kildare","0",NA
"26749","00000CONTR00150101","Tracker","Buy to Let","No","No","Yes","> 100%","5",35,4,1.317978827,-0.328694624618158,-0.0212773896325086,-1.32787908610317,-1.41168650228707,55.145215,-7.4472874,"No","Donegal","0",NA
"26754","00000CONTR00066543","Tracker","Buy to Let","No","No","Yes","> 100%","5",31,4,1.553332189,0.254765257326618,-0.928619734770633,-1.12916908388795,-1.10471961173725,51.9015725,-8.1693631,"No","Cork","0",NA
"26758","00000CONTR00003063","Tracker","Buy to Let","No","No","Yes","> 100%","5",35,4,1.270908155,0.84072211544018,1.03891539330486,-0.454956523605308,-0.63816046749756,53.8566419,-7.9227685,"No","Leitrim","0",NA
"26759","00000CONTR00183733","Variable","Buy to Let","No","No","Yes","> 100%","5",31,4,1.576867526,0.159047873880601,0.459663966167445,-1.20152856029771,-1.17711334624932,55.2977162,-7.2538693,"No","Donegal","0",NA
"26761","00000CONTR00171156","Tracker","Buy to Let","No","No","Yes","10 to 20%","5",32,2,0.18828269,-1.23343198845451,-0.858903445797474,-0.0276642840238477,-0.072920024785858,52.6639186,-8.5997625,"No","Limerick","0",NA
"26763","00000CONTR00156888","Variable","Buy to Let","No","No","Yes","> 100%","5",29,4,1.61217053,0.50779208189528,-0.529195918145382,-1.02802841461638,-0.917571249632347,53.8930202,-7.8493104,"Yes","Leitrim","< 6 months",NA
"26770","00000CONTR00018693","Tracker","Owner Occupied","No","No","Yes","> 100%","5",35,4,1.506261517,0.0233788842938567,-0.491407668591437,-1.23328141462123,-1.32786032457571,53.3739066,-6.4020521,"No","Dublin","0",NA
"26773","00000CONTR00004351","Fixed","Owner Occupied","No","No","Yes","30 to 40%","5",30,1,0.36,-0.281252094928904,0.463846943511612,1.30941831463888,1.45452134996421,52.5220052,-7.1899801,"No","Kilkenny","0",NA
"26774","00000CONTR00189563","Fixed","Buy to Let","No","No","Yes","> 100%","5",35,4,1.329746495,1.13536519461511,2.32108888239598,-0.333668424769761,-0.530683005052625,53.3959474,-6.1767066,"No","Dublin","0",NA
"26776","00000CONTR00075141","Tracker","Buy to Let","No","No","Yes","> 100%","5",35,4,1.223837483,1.454561863859,-0.123275351537588,0.0717329427219243,-0.171443222049499,53.3409873,-6.2755224,"No","Dublin","0",0.957953183988531
"26777","00000CONTR00167340","Fixed","Buy to Let","No","No","Yes","10 to 20%","5",30,1,0.18828269,-1.50019217715892,-0.873483243619669,-1.31781550401462,-1.26157224803873,53.5262953,-7.3509369,"No","Westmeath","0",NA
"26779","00000CONTR00176194","Variable","Buy to Let","No","No","Yes","> 100%","5",31,4,1.11792847,0.359638218075049,0.580162004049767,-0.597919809957313,-0.573218818490165,52.5100558,-6.5751938,"No","Wexford","0",NA
"26781","00000CONTR00130843","Fixed","Buy to Let","No","No","Yes","20 to 30%","5",33,2,0.282424034,-0.664121632513973,-0.0892356156904325,1.05920258003539,0.882588953815352,53.292865,-6.1315444,"No","Dublin","0",NA
"26782","00000CONTR00081588","Tracker","Buy to Let","No","No","Yes","> 100%","5",30,1,1.659241202,0.740426943342956,-0.34867114493511,-0.935699151804957,-0.866531741791562,53.3816335,-6.2609567,"No","Dublin","0",NA
"26784","00000CONTR00012127","Tracker","Buy to Let","No","No","Yes","20 to 30%","5",28,2,0.24712103,-1.05198512061874,-0.694857986716875,0.106133435791164,0.386287334153682,53.2696281,-6.2617673,"No","Dublin","0",NA
"26785","00000CONTR00173617","Tracker","Buy to Let","No","No","Yes","> 100%","5",31,3,1.42388784,0.555650775270898,0.851388679778549,-0.83268431249877,-0.808094470430871,53.3343938,-6.261594,"No","Dublin","0",NA
"26786","00000CONTR00046991","Tracker","Buy to Let","No","No","Yes","> 100%","5",28,4,1.259140487,1.28934533384885,1.202556699772,-0.113515103779743,0.142989888978594,53.3339961,-6.262267,"No","Dublin","0",NA
"26789","00000CONTR00155213","Fixed","Buy to Let","No","No","Yes","> 100%","5",32,2,1.106160802,1.00260934356142,1.43873325860145,-0.0507891107266136,-0.0953328067256077,53.2787173,-6.1488795,"No","Dublin","0",NA
"26790","00000CONTR00029614","Variable","Owner Occupied","No","No","Yes","> 100%","5",28,1,1.482726181,0.320935102001844,1.52848540256499,-1.03402248986976,-0.876625795050205,52.8460497,-6.9170672,"No","Carlow","0",NA
"26792","00000CONTR00040052","Variable","Owner Occupied","No","No","Yes","> 100%","5",35,4,1.482726181,0.445367700812188,-0.337728718547672,-0.957603161896954,-1.08357255519231,53.3534181,-6.2703158,"No","Dublin","0",NA
"26802","00000CONTR00025956","Variable","Owner Occupied","No","No","Yes","> 100%","5",28,3,1.294443491,-0.0165727185416525,0.106333730613198,-1.09111044628068,-0.939860242154546,54.2704414,-8.4984728,"No","Sligo","0",NA
"26808","00000CONTR00122427","Tracker","Buy to Let","No","No","Yes","> 100%","5",30,1,1.17676681,0.254765257326618,-0.264920663824475,-0.762869335279589,-0.687856377603875,53.2841424,-6.2167951,"No","Dublin","0",NA
"26810","00000CONTR00029571","Tracker","Owner Occupied","No","No","Yes","> 100%","5",35,2,1.694544207,0.866108030568214,-1.05599846736471,-0.896039597995468,-1.02901901123415,53.4033456,-6.3016291,"No","Dublin","0",NA
"26811","00000CONTR00040485","Fixed","Owner Occupied","No","No","Yes","> 100%","5",35,4,1.3650495,0.463678853764406,1.5581906040225,-0.831918000366865,-0.972198707577479,53.9863093,-6.3982811,"No","Louth","0",NA
"26815","00000CONTR00176632","Fixed","Buy to Let","No","No","Yes","> 100%","5",29,4,1.588635194,1.58065911278749,2.94124053031426,-0.394604848649083,-0.240142725084242,54.1086508,-9.0347575,"No","Mayo","0",NA
"26816","00000CONTR00075904","Tracker","Buy to Let","No","No","Yes","20 to 30%","5",35,4,0.200050358,-1.25840174088774,-0.958203690431261,-0.27345247591211,-0.477323628097865,51.890338,-8.4842336,"Yes","Cork","< 90 days",NA
"26824","00000CONTR00031220","Tracker","Owner Occupied","No","No","Yes","30 to 40%","5",30,3,0.35,-0.740695540097091,-0.211936284131689,0.21645053453331,0.324586599128711,53.2826599,-6.2714625,"No","Dublin","0",NA
"26825","00000CONTR00167369","Variable","Buy to Let","No","No","Yes","> 100%","5",30,1,1.17676681,1.50450136740338,1.91395585781941,0.204200647296496,0.311922389009424,52.8443059,-7.3955509,"No","Laois","0",0.960878946094313
"26828","00000CONTR00193703","Variable","Buy to Let","No","No","Yes","20 to 30%","5",29,1,0.282424034,-0.930881821218385,-0.205803271411386,0.199101765203336,0.394809647423271,52.3682774,-7.1754915,"No","Kilkenny","0",NA
"26830","00000CONTR00113126","Tracker","Buy to Let","No","No","Yes","> 100%","5",34,3,1.317978827,0.745420893697395,1.07657229299141,-0.585761792273623,-0.710075035972266,53.3369768,-6.2755276,"No","Dublin","0",NA
"26834","00000CONTR00185104","Tracker","Buy to Let","No","No","Yes","30 to 40%","5",30,4,0.35,-0.26585408100553,-0.909644779580103,1.4518590259406,1.60177976966389,53.2002003,-8.573585,"No","Galway","0",NA
"26839","00000CONTR00016675","Variable","Owner Occupied","No","No","Yes","30 to 40%","5",30,3,0.35,-0.274593494291058,0.229398136284596,1.4291214454763,1.57827314706224,53.3733032,-6.3349813,"No","Dublin","0",NA
"26843","00000CONTR00153998","Tracker","Buy to Let","No","No","Yes","> 100%","5",31,4,1.42388784,0.422894924217214,-0.757824930653086,-0.917584350249658,-0.893034703893351,52.7950672,-7.213087,"No","Kilkenny","0",NA
"26845","00000CONTR00126888","Tracker","Buy to Let","No","No","Yes","0 to 10%","5",33,3,0.035303004,-1.61963082645765,-1.07455916632064,-0.255772143694548,-0.353275170645013,53.2645973,-6.2013751,"No","Dublin","0",NA
"26852","00000CONTR00150506","Variable","Buy to Let","No","No","Yes","> 100%","5",32,1,1.67100887,1.4649659262711,-1.04145908479744,-0.550290196045343,-0.579453580558199,53.3646943,-6.2718993,"No","Dublin","0",NA
"26858","00000CONTR00123898","Tracker","Buy to Let","No","No","Yes","> 100%","5",33,2,1.059090129,1.60562886621229,1.12746518385162,0.566489602484534,0.419518232850143,53.5201376,-6.1646907,"No","Dublin","0",0.95161281569378
"26859","00000CONTR00026417","Tracker","Owner Occupied","No","No","Yes","10 to 20%","5",31,4,0.18828269,-1.48562648829462,-1.10794215455449,-1.24737042954521,-1.2229769193952,53.520124,-6.1630013,"No","Dublin","0",NA
